track_id,playcount
TREPZWD128F935300D,73
TREQAAT128F1474067,358
TREQCBU12903CA43F5,128
TREQCVN12903CF3B5E,130
TREQDNW128F4257D70,22
TREQDTS128F4271F75,49
TREQFJC128F147CC74,778
TREQGAN128F4287977,1
TREQGQZ128F148F073,167
TREQHVF128F4262844,17
TREQJVW128F149ABA1,1
TREQKLM128F4285D97,58
TREQKOI128F93505BE,373
TREQKYI128F42AE62A,144
TREQLLG128F935A6B5,498
TREQLMN128F4259D4B,645
TREQLYK128F9301AAA,54
TREQMOJ128F9337F70,5
TREQNAO12903CB743B,244
TREQNFM128F93165A8,15397
TREQNXD128F428561C,7
TREQOIZ128F42BCE96,11578
TREQPAD128F92D73A0,83
TREQRKI128F9315BBF,102
TREQSKD128F932E74A,2138
TREQSKO128F934BC48,136
TREQTTB128F429DD13,764
TREQTXJ128F92FFE9C,2837
TREQTXT128F42756F2,113
TREQUAJ128F424C3B7,288
TREQUCG128F92CCF39,335
TREQUZI128F92FB6C1,2724
TREQWCJ128F4290374,203
TREQXYC128F422BB99,4
TREQYPQ128F426ED4B,14
TREQZJQ128F4278541,945
TREQZPJ128F932B9A2,1
TRERABZ128E0781A62,50
TRERAGY12903D06E92,39
TRERAZA12903CF1C49,9
TRERBRH128F4260279,43
TRERCTU128EF356B5D,99
TRERDDF128F428ECC4,2407
TRERDEC128F9305F02,2359
TRERDGD128F14A7AF4,6318
TRERDJE128F42819E5,172
TRERDWC128F425C1E2,399
TRERGLR128F42963AF,42
TRERHRP128F934B61D,314
TRERIMZ128F428E1D0,3
TRERIWW128F4283486,37
TRERKLU12903CF0BDB,60
TRERKRC128F42947D8,2496
TRERKYZ128F930ACFA,115
TRERLQB128EF34DF91,2886
TRERMAS128F4291071,16
TRERMNM128F146586A,621
TREROJL12903CC1FA2,72
TRERONF12903CA8E34,9
TRERONJ128F92F4552,437
TRERORE128F1469FFB,388
TRERPDS128EF340E04,39
TRERPFO128F1464F33,25
TRERPLQ128F425C904,4425
TRERPNO128F425B70B,61
TRERPOK128F4284833,9357
TRERPQL12903CE435D,6
TRERQAB128F4251F48,2446
TRERQCP128F42814FB,92
TRERRVK12903D060A7,343
TRERSEC128F92E7436,1318
TRERTZY128F1487259,1530
TRERUAJ128E078957C,120
TRERUDZ128F1465259,11513
TRERUNO128F427B749,1
TRERVXX128F42397E2,67
TRERWKJ128F423B7CE,40
TRERXJP128E07938BF,1372
TRERXSH128F425A564,10
TRERXXY128F42769BE,415
TRERZDK128F42B3222,2410
TRERZPP128F934B7BF,9
TRERZXW128F93101E3,283
TRESAAL128F424305E,82
TRESAWT128F93101DB,344
TRESBJX128F4262534,1136
TRESFPR12903CF0BD7,75
TRESFZR128F930FE04,301
TRESGUW128F935A63B,1377
TRESIDY12903CF7C75,45
TRESJCY12903CB744C,1945
TRESJQQ128F428CB79,28
TRESJWL12903CA2CED,119
TRESKNU128E078A187,575
TRESLHA128F426D345,2640
TRESLYA12903CF3EA4,34
TRESMVD128F9310D57,32962
TRESNCN128F930F393,77
TRESOEA12903CB4F7B,168
TRESOZX128F42753F2,323
TRESPFZ128F933704B,217
TRESPGT128F92DF472,158
TRESPLF128F428D5A8,83
TRESQZG128F4247282,171
TRESSDZ12903CCF7D7,152
TRESSEX12903CCDE9D,1637
TRESSUN128F423D1D0,137
TRESTQM128F4295701,96
TRESUHK128F92EBBBA,53
TRESVHL128F933D157,96
TRESWCO128F4257C17,165
TRESWSU12903CE58D7,118
TRESXCR128F932A9F1,14
TRESXCW12903CE7BF5,337
TRESXWK128F423AF55,320
TRESYTC128F92D2C24,998
TRESZAC128F92EBBFC,42
TRESZES128F92FE510,359
TRESZJO128F92D7FA9,114
TRETBCK128F92FEA76,408
TRETBHS12903CC906F,19
TRETBHZ128F92CDAF6,3336
TRETBYD128E07925EB,203
TRETCFM12903CCF531,375
TRETCQJ12903CB3406,2423
TRETFXH128F92C4078,51
TRETFXQ128F4243B55,19
TRETHKA128F42420D8,198
TRETHWS12903D08157,198
TRETIGB128F4290436,2
TRETJGW128F4276368,1
TRETJTN12903D07414,347
TRETKOO128F9305107,76
TRETLKW128F9304020,384
TRETLZL128F93440FC,53
TRETMFW12903CA2DE4,601
TRETMOL128F92EF141,40
TRETNDS128E0782076,16
TRETNIC12903CEB691,33
TRETNJP128F9331437,206
TRETOMF12903CE8E5D,3
TRETPRZ128F427113F,551
TRETPXU128F42752EE,28
TRETRLY128F42858B9,656
TRETTHQ128F428294E,5502
TRETTKU128F9355A3B,22
TRETTPX128F425A7DC,4
TRETUMX128F9324AB0,1638
TRETWPM128F4279DF6,547
TRETXDO12903CF2673,71
TRETYEB128F4283EA6,5593
TRETYYI128F425E7A7,111
TREUBDS128E078FDF3,95
TREUBGN128E0792284,851
TREUBPH128F427B26C,47
TREUBXV128F4243459,114
TREUCPU128F933B417,176
TREUCRK128F428B0BB,94
TREUCXF128F92D3F17,106
TREUCZW12903D06BFE,1647
TREUDEZ128F429177F,6
TREUDYW128F92FCDC1,1654
TREUECW128F4272A82,30
TREUGEP128F145B795,763
TREUHLN128F148B499,329
TREUHQY128E07818AE,6
TREUHXG12903CD43E3,70
TREUHZQ128F932F8D7,1535
TREUIMB128F92D7F9D,314
TREUISW128F14AA17E,304
TREUKSJ12903CC4D2D,109
TREULBU12903CD43EA,279
TREULZP128F426CCD7,65
TREUMKR128F92DD6DD,68
TREUMUD128E0780CF3,577
TREUNFY128F4293B50,1229
TREUNLR128F422B481,53
TREUOGK128F92FE84D,56
TREUOUB128F4259C26,329
TREUPTU128F92C6854,85
TREUQZZ128F4291F56,681
TREUREL128F4267DCF,1616
TREURVG128F4290F98,224
TREUTRQ12903CB0300,83
TREUVMI128F93096D1,63
TREUVQI128F931BD8A,344
TREUVXG12903CA6D2C,18617
TREUVYB128F424FD03,101
TREUWOD128F4281B46,315
TREUXIY12903CA7202,3798
TREUXMR128F934B10C,256
TREUXPJ128F4295E53,77
TREUYJH128F429B903,441
TREUYZS128F93504EC,220
TREUZAR128F932A82F,5
TREUZXJ128F4292387,812
TREVBBS12903CD0AC5,6
TREVCDX128F426019C,3993
TREVDJS128F14A94E5,2717
TREVDUE12903CBB9C8,214
TREVEHJ128F148B13A,74
TREVETI128F4291A85,50
TREVEWR12903CE58E4,69
TREVFAX128E0791FC7,380
TREVFFO12903CFE309,952
TREVFIU128F932F636,360
TREVFJD128F4261051,1865
TREVGQV128F92F39D6,354
TREVHOS128F92DE3D8,968
TREVHUO128F92DF90B,112
TREVIDN128F9318771,285
TREVIRX128F42A1DE3,516
TREVISP128F428FE63,16
TREVJFH128F149F0D7,180
TREVJQP128F9333797,657
TREVJTY128F421C5B1,13
TREVMIC128F42484AC,132
TREVNPB12903D00D95,300
TREVOPT128EF34DABA,2
TREVOQB128E079520D,628
TREVOQB128F42537DD,30
TREVQWB128F422D830,92
TREVRAJ128F42819AD,1173
TREVSDW12903CE69B0,41
TREVSRO128F930C095,53
TREVSTG128E079245D,2928
TREVTOT128F425DD50,1737
TREVTZE12903CC9AA3,2
TREVUBW128F92F91B2,1499
TREVUJI128F933B1F0,5568
TREVVFS128F422D9FC,73
TREVVNJ128EF359E1E,646
TREVVSC12903CD1914,1760
TREVVVR128F42359D7,735
TREVWDG128F427ACC7,20
TREVWHD128F92FD303,29
TREVWZR128F933B440,177
TREVXYI12903CF81F7,912
TREVYDS128F42B36E1,187
TREVYWC128F425819F,6
TREVZNH12903D00D93,395
TREWBKN128F4298714,454
TREWBOV128F424AD1E,41
TREWDCH128F428C409,67
TREWDJO128F1475D2A,22
TREWEOH128F145ACE4,1448
TREWFGS128F93075E5,561
TREWFHB128F422B0ED,6004
TREWFRC128F9307B27,235
TREWGAN128E0781527,55
TREWGDN128F42AD847,3
TREWIFM128F425CB9D,7
TREWIHH128F932D677,845
TREWIXS128E0792980,3333
TREWJHQ128F428E270,203
TREWJOK128F92E16C0,5204
TREWJXP12903CCE619,2
TREWKLU128F930F4C3,8
TREWKPN128F92FDBD0,5
TREWLAY12903CFCD7E,1022
TREWLQK128F1469AAC,22
TREWMUE128F1499C01,11
TREWNBO128F42601F9,31
TREWNIT128F427B75D,1336
TREWOEV128F429EF6E,67
TREWOIB128F14AA138,112
TREWOPE128E0782228,148
TREWOVQ128EF3439D7,266
TREWPFR128F931E932,29
TREWPIM128F4261B51,2159
TREWPUU128F932AF29,94
TREWPXX128F145F13A,17
TREWQVC12903CEA9D3,1213
TREWRQO128F4281B3E,314
TREWSGB128E078285E,1687
TREWSLW128F930982D,755
TREWUDL12903CFDE8F,12
TREWUDO128F427AAA2,139
TREWVCM12903CFFDE4,9
TREWVTJ128F932FFDE,116
TREWZGT128F92D133B,37
TREWZKA128F14768A9,172
TREWZZW128F92F4690,107
TREXCGQ128E0786348,2967
TREXCHD128EF33FB4E,3824
TREXCHD128F932C2C8,882
TREXCSJ128E078E7A0,18
TREXDDS128F4277776,987
TREXENW128F42818F8,109
TREXHBY128F425B705,11
TREXIRW12903CDE038,32
TREXITL128F421DF49,3500
TREXJDC128F148219F,250
TREXJJM128F425173B,35
TREXKFD12903CE3964,262
TREXNUE128F92FFC12,3290
TREXOGN128F428AD75,7
TREXOSI128F931F3D2,275
TREXPWB128F92D558C,682
TREXRBN128F42676B8,6383
TREXRIW128EF3434B7,6841
TREXRTM128F423EDD6,56
TREXSFO12903CDF8C9,11
TREXTCQ128F4259F7A,79
TREXTVL128F426A0E3,132
TREXVPX12903CFE362,740
TREXXMO128F425A7AD,14
TREXXRA128F931B88A,14
TREXYHY12903D09EDD,181
TREXYUR12903CF4351,54
TREXZNI128F92C5A6F,2884
TREXZSW128F93218FB,4
TREYAOP12903CF470A,799
TREYCQX128F92EC295,107
TREYCXK128F4289175,594
TREYHGD12903CB0EEE,189
TREYHYB12903CE7F27,43
TREYJMR128F932F1F5,136
TREYJNS12903CF4487,197
TREYKHT12903CAF2E2,20
TREYKTG12903C951C9,925
TREYKZZ128F933926C,821
TREYLBG128F934B6EA,956
TREYLKW12903CE95BF,10
TREYLQJ12903CD68B9,87
TREYLRJ128F149B948,1568
TREYMBV12903CAFACF,79
TREYMRA128F425EEE0,122
TREYOJA128F4299262,3440
TREYOMU128F149F9B1,7984
TREYOOA128F930FE90,3
TREYPZY12903D0199C,185
TREYQDA12903CDDC98,35
TREYQIM128F9329F89,8
TREYSLJ128F4265DC4,743
TREYSYX128F92C7E9A,742
TREYTBA12903CE8FB1,16
TREYXOA12903CAE7FD,52
TREYXVK12903CB4503,4806
TREYXZO12903CB10D7,233
TREYYBG128F427AC2B,76
TREYYGT128E078904A,519
TREYYHQ128F4259B2E,265
TREYYNS128F1452558,1009
TREYZBV128F421B479,512
TREYZWL128F427EC10,1
TREZAQJ128F426E69B,30
TREZBNL128F931118C,5
TREZCBM128F930C185,142
TREZCGE12903CEDCB0,1
TREZCXO128F9337F49,48
TREZDZQ128EF3518F0,1120
TREZDZY128F425A743,1304
TREZECF128F9302E19,733
TREZEFE128F42AB554,211
TREZEXG128E078FC81,208
TREZFDZ12903CE32B6,140
TREZGJS128F428B783,51
TREZGLQ128F932A48D,3195
TREZJEK128F426AA90,230
TREZJIV128F42B7C90,783
TREZJVO128F4290D7B,1
TREZKUE128F92D6120,99
TREZLJY128F427BFFE,778
TREZLWH128F932BD90,59
TREZMVA128F428CEC6,38
TREZPCG128F42AE124,4471
TREZPHI128F92C23BC,35
TREZPXN128F1458F95,215
TREZQKM128F930EBD0,11
TREZQTL128F428D686,17
TREZQVG128F92F281F,10
TREZRAE12903CD185C,6
TREZRLO128F14AD5D2,6
TREZSPB128F429E98E,904
TREZTKO128F4233F02,1242
TREZWTF128EF3447DF,2075
TREZXUP128F92EE88C,33
TREZXVO128F4282BA6,2
TREZYWT128F93191B7,4132
TREZZZR128F146C6B7,985
TRFAAZG128F42275DF,6
TRFABDH128EF356B57,60
TRFABJS12903CF73DF,467
TRFADQN128F935A6B2,266
TRFADXC12903CEE3FF,30
TRFAEIR12903CBEEBA,13
TRFAEPZ128F427AFB2,121
TRFAEVD128E0792401,1024
TRFAIBA128F42968EC,914
TRFAIOJ128F92EB2DB,435
TRFAIPH128F428CAE7,39
TRFAIPJ128F427322D,379
TRFAITS128F42890DD,127
TRFAKFX128F426B3A1,86
TRFAKNI128F1490EB1,259
TRFALAG128F934B396,882
TRFALAQ128F9319FA5,49
TRFALHO128F9317998,994
TRFALOC12903CE7BF0,237
TRFANKY128F146814D,3
TRFAOTA128E07989E0,2790
TRFAOZC128E0789ED8,37
TRFAQJU128F9351452,2505
TRFARTQ128F935A659,806
TRFASIY12903CF7E8E,212
TRFASPL128F92E022B,9
TRFATMM128F428DACB,9
TRFAUSK128F92FD8FA,5158
TRFAVRL12903CE4908,103
TRFAWHX128F425BE45,294
TRFAWIZ128E079939A,1417
TRFAWKX12903CE30F4,18515
TRFAWNF128F931C202,424
TRFAWUF128E0781C41,2
TRFAXOP128F14A0BF8,35
TRFAYMT128F4256BB2,227
TRFAZID12903CE6B9C,59
TRFBAOJ128F4257B32,100
TRFBCGC128F1475D32,64
TRFBDAG128E078904D,492
TRFBEKM128F934C416,273
TRFBELX128E0780E62,2203
TRFBFJE12903CB5057,953
TRFBHYY128F934B530,37
TRFBIKR128F425AC12,78
TRFBIQX12903CE93A0,5
TRFBJIK128F426A974,116
TRFBJXI128F426BAED,1382
TRFBKJJ12903CB2620,48
TRFBKRQ128F147E9C9,50
TRFBLPW128F147742A,104
TRFBLWK128F92FFAA0,69
TRFBMBR128F9309DF7,63
TRFBNEG128F931F0D9,332
TRFBNHI128F9329C05,27
TRFBNZN128F9340B0E,33178
TRFBOHZ128F9332276,2
TRFBPLF128F4243CF9,266
TRFBPTS12903CB8D80,62
TRFBRMF128F42882C3,215
TRFBTKZ128F930BE0E,39
TRFBVZK128F9333CA9,3
TRFBWCO12903CB0876,559
TRFBWWM128F930970A,14
TRFBXIY128F427FE7E,201
TRFBYDP128F934E567,30
TRFCAUD128F92CC982,656
TRFCBTT12903CE3EC0,2232
TRFCDPH128F9339272,267
TRFCDQP128E0782826,809
TRFCDWR128F4291A8C,33
TRFCEOE128F1451F2D,3570
TRFCFET128F4271978,43
TRFCGSN128F9308DED,13
TRFCHBD128E0782A19,2
TRFCHEY128E079219C,10981
TRFCHIK12903CF2486,6
TRFCHLE128F930AB29,642
TRFCJQM128F428D30A,1537
TRFCJQR128F4240D6B,1637
TRFCKJT128E078E9AB,355
TRFCKKZ128F422B3F8,17
TRFCLMT128F425C258,102
TRFCMBC12903CA782D,483
TRFCMWW128F428CB78,12
TRFCMWZ128F14933EE,352
TRFCQXX12903CE852D,1034
TRFCRGH128F9307E4E,1
TRFCUQH128F9343643,79
TRFCVYW128F146830A,215
TRFCWSS12903CD1984,17
TRFCXJR128F933A55F,433
TRFCYLA128F424409D,23
TRFCYMW128F92CB775,41
TRFDBCY12903CF274D,257
TRFDBYQ128F93158EC,135
TRFDCPA12903CCDEB6,49
TRFDDFS12903CAFC36,983
TRFDDRK12903CBD076,21
TRFDDSA128F92EF152,232
TRFDEBX128F92D541A,1794
TRFDEDH128F93121A9,11
TRFDEEG128F92DE724,8
TRFDEKP12903D027CA,339
TRFDFML128F42B53E4,463
TRFDGAR12903CD08D6,31
TRFDGBK128F9307280,116
TRFDLKP128F427615C,976
TRFDMMO128F424D545,952
TRFDMRS128F930C5D4,163
TRFDNDU128F425218F,605
TRFDNEW12903CD0BCC,8
TRFDPMH128F92F9A6E,81
TRFDPNH128F42800B6,306
TRFDPTU128F148570C,136
TRFDRIV12903CB6334,586
TRFDSBO128F92FBEF9,4
TRFDSKQ128F423C31F,5757
TRFDSPA12903CCE5FF,101
TRFDTKN12903CDE9DA,19
TRFDTXZ128F148E9A9,266
TRFDVAM128F1453AD9,2016
TRFDVNQ128E07923CD,279
TRFDWID128F92EC490,70
TRFDWTF128F42739A0,1334
TRFDXCC12903CF4703,9818
TRFDXNR128F930AE43,87
TRFDXQI128F428E801,62
TRFDXSA128F4251749,10
TRFDYNH128EF343638,9
TRFDYRI128F930AECE,308
TRFDYYP12903D01E21,2311
TRFEAME128F9326992,70
TRFECPE128F92F883B,836
TRFEDOJ128F4277884,1
TRFEDVA128F422C121,117
TRFEFLM12903CB8AFB,591
TRFEFTF128E078EF10,266
TRFEGPJ128F4273112,24
TRFEIRU128F9306B95,33
TRFEJKX128F92D21EB,24
TRFEJPR128F149F986,32
TRFEJWU12903CB5DBB,169
TRFEKVI128F426A9B1,3
TRFELDK128F9333C72,799
TRFEMHR128F9329C5E,426
TRFENYB128F14683AD,541
TRFEODL128F4286D03,21
TRFEORI128F426AD41,400
TRFEOVS128F425226B,72
TRFEPDJ12903CC54E1,23
TRFEPNE128F4233A4B,2
TRFEPRW128F92FEAE4,65
TRFEPZE12903CE63BF,102
TRFEQKU128E0781EB4,759
TRFEREV128F92E049A,9
TRFESBJ12903CC3C89,150
TRFESXP12903D00CCA,381
TRFETAB12903D01E24,1571
TRFETHE128F4263D60,83
TRFETPH128F4280AE3,1731
TRFEWDG128F42830DD,63
TRFEXCH128F4291C3D,5
TRFEXFY128F92EC179,1847
TRFEYYD12903CE19BF,339
TRFEZLR128F92C5A85,2710
TRFEZVU12903CE3CE0,24
TRFFAHO128F9316F9D,84
TRFFANI128F42782DF,26
TRFFBQO128F145A19C,264
TRFFDEU128F42420CB,36
TRFFDOS128F42890FC,76
TRFFECI128F42753B2,11
TRFFEHB128F428A2AF,45
TRFFFFJ128F4259B34,22
TRFFFLL128E0791F06,5979
TRFFGMF128F1490E68,385
TRFFHNY128F423DD36,124
TRFFHOP128F934C3BE,36
TRFFHQS128EF35C784,2
TRFFHYP128F424384F,374
TRFFIIC128F428ADB2,11776
TRFFILL128F9304160,4577
TRFFITC128F931D55E,298
TRFFJJC128F9308665,211
TRFFJTI12903CBD953,69
TRFFKDC12903CC2791,116
TRFFLIU128F1477147,986
TRFFLLB12903D011C8,432
TRFFMKD128F42303A4,1733
TRFFMTN128F424FEBF,404
TRFFPNK128F42BCE58,75
TRFFPQL128F42333EC,923
TRFFPTM12903CD6D19,209
TRFFQHV128F42626DA,3
TRFFRCL128F933E2DC,146
TRFFRWN128F4298DAC,16
TRFFRZG128F9332C20,580
TRFFSIZ128F9314725,398
TRFFSUW128F934452F,131
TRFFTBO128F92D8275,629
TRFFTKR12903CE3144,3609
TRFFTSS128F92E74A0,235
TRFFTVR128F422189F,3
TRFFVRJ128E07824CA,246
TRFFWIJ128F92FE6F1,2
TRFFXAW128F932B89E,83
TRFFXDF128F424A3F8,216
TRFFXWX128F9320A86,898
TRFFZHL12903CBE0A9,4606
TRFFZQK128F92EAD03,826
TRFGAGX12903CC5BE2,7910
TRFGBLD128F92F3048,8
TRFGBSF128F4273FBD,12
TRFGCSB128F424FF01,196
TRFGEKR128F423E11A,24
TRFGEPM128F428B36C,18
TRFGFAY128E07937CC,760
TRFGFJB128F9356BCF,116
TRFGHXU128F14A13F0,3247
TRFGJJP128F92D4260,4596
TRFGJPM128F1490EB5,345
TRFGJWL128F934E7DF,25
TRFGKEI128F429862F,55
TRFGKLZ128F1468F8E,108
TRFGLDL128F932DFB7,636
TRFGMLY12903CB41D2,46
TRFGMTD128F4284394,11550
TRFGOBH128E078EC0C,2361
TRFGOXJ128F42507E1,10
TRFGPLI128E078FC30,4129
TRFGPRP128F426979D,76
TRFGQOV128F4289656,151
TRFGQPS128F4275971,3
TRFGQQD128F934C338,8
TRFGQRM128EF347131,322
TRFGRIK128F92D5953,32
TRFGRMQ128F932B3F8,19
TRFGTHG128F92CD6C7,7
TRFGTUV128F92F9A71,37
TRFGVCE128F9309DCA,42
TRFGVES128F42910A3,457
TRFGYZI128F4243BFF,6115
TRFHABZ128F92D7A0F,394
TRFHBAN128E0788E93,229
TRFHCDC128F92EA2DC,621
TRFHCFY128F92F376E,29
TRFHCOI12903CB2540,189
TRFHDYX128F4285B84,201
TRFHFCN128F1459966,788
TRFHFLI128F92CC81F,10
TRFHHKT128E0781AFF,652
TRFHHKY128F92E6AE9,474
TRFHHVE128F14A46DE,878
TRFHHWH128F92C2203,1397
TRFHJOI128EF34BFAF,2008
TRFHLBC128F92DFDC1,317
TRFHMAV128F9301082,159
TRFHQBH128F92CE5D6,64
TRFHQJN128F92D5425,1612
TRFHQLO12903CE892C,14
TRFHQNR128F92F4174,72
TRFHRAW128F4243457,61
TRFHTDR128F42440A1,20
TRFHTYC128F4214277,2342
TRFHUIQ128F429D991,239
TRFHUMJ128F425AD2A,147
TRFHVHO12903CE2680,5
TRFHVKU128F935A108,104
TRFHVOL128F4291203,32
TRFHWND128EF34C53E,76
TRFHWSN128F427F108,88
TRFHYEP128F42883C7,688
TRFHYIV12903CA50B9,7
TRFHZJP128F429E96B,377
TRFHZSQ128F1486DEB,12511
TRFHZZG128E07926DF,3486
TRFIAED12903CE8939,1483
TRFICFO128C7196C30,2417
TRFIERO12903CF59F0,59
TRFIFGL128F933E700,1131
TRFIHFW128F42AD8D5,61
TRFIHFY128F14AE25B,10
TRFIIDH12903CAF5F8,1603
TRFIIHF128F4281C81,232
TRFIIHS128F427EF9D,3202
TRFIJCT128F425B054,329
TRFILNV128F423D10E,68
TRFINWC128F148D1B9,186
TRFIOBS128F9335325,113
TRFIPFO128E0781684,974
TRFIPTI128F9321D3B,605
TRFIQEY128F14840B9,1822
TRFIRZF128F145247F,283
TRFITIM128F424A72F,8
TRFITKN128E0791260,1992
TRFIUAJ128F92F75BE,2
TRFIUEI128F429EB79,751
TRFIVAH128F146501B,21
TRFIVEX128F428B545,236
TRFIVJM12903CF8C6E,37
TRFIWCE128F426475F,7
TRFIWCV128F930C1C1,659
TRFIWXG128F935A672,264
TRFIXAC12903C9B62E,27
TRFIXCL128E078F555,191
TRFIYGT128F426AAAA,519
TRFJAEH128F9301090,2160
TRFJBFK12903D00D5C,51
TRFJCYV12903CB6526,2644
TRFJDEE128F931DA1C,19
TRFJEJR128F1469572,258
TRFJGXA128F147359D,78
TRFJIOA128E0781CB7,2363
TRFJIRG128F429F782,229
TRFJIUM128F426ACC1,11
TRFJKEF128F1464F20,139
TRFJMZQ128F92F0210,32
TRFJNRH128F92D4F34,5
TRFJNVS128F4299DE6,572
TRFJOHD128F42B9D53,1561
TRFJQXA128F145B44B,1
TRFJRJY128F14528B2,2075
TRFJTEH128F1497E54,58
TRFJUFN128F423EBFD,3539
TRFJUNW128F935008B,178
TRFJVNW128F931C0EE,30
TRFJWPE128F423288F,1
TRFJXGA12903CFA1CC,262
TRFJXXL12903CBA458,167
TRFJYPJ128F1474B4D,70
TRFJZHW128F4247916,67
TRFKACN128F422C6ED,7
TRFKBDK12903CF454A,994
TRFKBFS128F423AC78,13
TRFKBIQ128F93221AB,7
TRFKBXC128F4243FFD,14
TRFKCEL12903CB3E1C,1715
TRFKEOM128F1464F4A,79
TRFKEXQ128F4259F44,42
TRFKFSS128F92CEE62,676
TRFKGQJ128F1453A9E,1235
TRFKGZO128E0781B7C,582
TRFKIIK128E079212B,699
TRFKJAJ128F92E1707,133
TRFKJKQ128F42521A8,516
TRFKJRS128F425BC4E,119
TRFKKXT128F148B0EE,2387
TRFKKZZ128F9329BC2,23
TRFKMIF128F425B4C9,551
TRFKMME12903CA43EA,65
TRFKNXH12903CFD00D,37
TRFKOQC128F14A2E2D,1174
TRFKQDO128F426354B,22
TRFKTPW128F426E321,19
TRFKUNN128F933B7A6,338
TRFKVAA128F4278B16,84
TRFKVDN128F42892DF,1
TRFKWJR128F9322876,37
TRFKXEN12903CF5E24,7
TRFKYJJ128F421E8EA,26
TRFKZHE128F149F632,3199
TRFLBCK128F931799A,116
TRFLBUE128F428CB29,14
TRFLDIF12903CB597E,141
TRFLDKQ12903CD7781,597
TRFLDTF128F4299DED,471
TRFLEGZ128F9320E2E,1940
TRFLELI128F4240920,120
TRFLEVB128F1476A1F,1081
TRFLFBI128F149B0E3,336
TRFLFIG128F92EEC66,7
TRFLGIA128E0795426,957
TRFLGOF128F14589BB,333
TRFLGRA128F14768B7,4
TRFLGUZ128F9335847,132
TRFLHQH128F9312491,438
TRFLHSP128F931C253,163
TRFLJDW128F428B0B9,2
TRFLKXP128F931B1C7,6
TRFLLEK128F42BC79C,15
TRFLLET12903CC3C86,55
TRFLLQP128F4286651,428
TRFLMEG12903CCD03C,8
TRFLMGG12903CF4195,108
TRFLNFH128F92DE728,1
TRFLOVK128F14696AD,1961
TRFLPWO128F4220560,1743
TRFLPXT128F931DB92,4
TRFLQIS128F932C6EF,350
TRFLQSD12903CD68D0,4321
TRFLRXQ128F4280CCC,4707
TRFLSIF128F42A2967,378
TRFLUAD128F423EF2A,52
TRFLUFV128F1492743,333
TRFLVKB128F147CC69,2720
TRFLWKW128F14668E7,210
TRFLXBN128F4241BBD,17
TRFLXGY128F42756DF,83
TRFMAIA128EF342CD3,10
TRFMASG128F1462AB9,150
TRFMBGS128F42684AB,103
TRFMBKI128F9335C76,207
TRFMCKN128F42911EF,217
TRFMDHN128F4285A49,2405
TRFMHCC128F9301031,92
TRFMHDT128F4289586,1366
TRFMHLC128F42633DE,506
TRFMILD128F42620E7,463
TRFMKAA128F429C9F2,20
TRFMKHQ12903CDF0A9,118
TRFMMHO128F424FF0E,101
TRFMOHF12903CB6101,41
TRFMOPN128F9304DED,2
TRFMOUZ128F4289576,877
TRFMOWK12903CC43C2,17
TRFMQJK128F9321BCC,1638
TRFMRSI128F429106B,12
TRFMSFP128E078EC80,128
TRFMSJY128E079295D,1898
TRFMSLA128F92F99F3,2599
TRFMSLL12903CF2750,258
TRFMTJC128F92EA2B0,47
TRFMTZK128F92FFC10,793
TRFMUDU12903D0621F,490
TRFMUJW128F92C690D,36
TRFMUWX128E079699D,485
TRFMVQQ128F422D92D,147
TRFMVYZ128F428A3E2,103
TRFMWGG128F427265A,18
TRFMWLY128F422CD41,57
TRFMWRL128F42AD8EC,228
TRFMWRW128F92FCDF3,1016
TRFMWXG128F42914C2,9
TRFMWZD12903CD1972,634
TRFMXJI128F930738B,4276
TRFMXWU128F427ABA8,66
TRFMXXY128F932E381,452
TRFMYFA128F14852B6,102
TRFMYHM128F145653D,13
TRFMYIG128F424BC5C,303
TRFMYKR128F92FF73A,10
TRFMYXF128F9331B33,54
TRFMZBB12903CDDEA8,627
TRFMZBV128F9314697,140
TRFMZLZ128F93238BB,177
TRFMZPC128E0799AE0,39
TRFMZQW12903C9AD03,142
TRFMZTW128F423646E,343
TRFMZYD128F9340103,230
TRFNABE128F425437C,11
TRFNACJ12903C9B85A,2
TRFNAGV128F92E0A59,862
TRFNANZ128F9336EEE,21
TRFNAOR128EF368556,1
TRFNBLQ128F14710AD,13
TRFNBPI12903CF4578,8
TRFNBSP128F93098D6,12
TRFNBWP128F425CD7F,62
TRFNBWS12903CD5BB3,16
TRFNBWY128F1498D80,11
TRFNCBI128F42B53F2,637
TRFNCBS128F930BC6F,27
TRFNCFH128F93261D8,766
TRFNCJJ128F428AC19,6028
TRFNCMD128F4266205,704
TRFNCMJ128F4284772,21
TRFNCOH128F428B6E1,248
TRFNCOM128F428CF76,50
TRFNCQR128F93426BC,190
TRFNCUI12903CDCCD0,187
TRFNDGG12903CE785E,7
TRFNDHN128F426BE40,12514
TRFNDNS128F427AB38,1279
TRFNDUA128F427EF50,33
TRFNDYI128EF33DBA1,31
TRFNECZ12903CC5017,22
TRFNEFO128F4273B12,15
TRFNEVK128F42438F8,184
TRFNFCI128F9338B95,1
TRFNFNG128E0794B47,167
TRFNFYV128F146EB5A,20
TRFNGCN12903CA2DF6,6
TRFNGET12903CBFAC4,85
TRFNGHU128F4259F4E,190
TRFNGJS128F92F9EEE,30486
TRFNGRY128F427F213,13
TRFNHBO128F92F1D3B,323
TRFNHKN128F933196B,93
TRFNHYA12903CDD4DD,296
